animalInternalID,animalAID,name,litterGroupID,species,breed,age,animalDoB,sex,color,arrivalDate,status,sizeGroup,currentWeightPounds,altered,adoptionFeeGroupID,websiteMemo,lastIntakeDate,lastProfileUpdate,currentLocationTier1,currentLocationTier2,currentLocationTier3,currentLocationTier4,currentLocationTier5,behaviorCategory,kennelNumber,volunteerColor
59203465,112263.0,Cheddar Cheese,,Dog,"Retriever, Labrador/Mix",66,2018-08-26,Male,White/Black,2024-01-25,Available (Shelter),Large (60-99),84.0,True,17723.0,"Meet Cheddar Cheese, a dog with a beautiful black and white coat who loves to play and snuggle. This friendly Lab mix is great at making people happy with his sweet nature and happy face. Even when he's home alone, he does just fine. But what he loves most is cuddling up and getting pets from his favorite humans.

Cheddar is a star when it comes to playing with other dogs and is always ready for fun and games. If you like spending time outside and want a cuddly friend, Cheddar Cheese might be the perfect buddy for you. Come talk to us to meet this lovely boy and see how much joy he can bring to your home!",2024-01-25,2024-03-04 22:09:03,Dog,TLAC,Building 4/5,,,EPG3,35,Yellow
72110988,123727.0,Pumbaa,,Dog,"Shepherd, Anatolian/Shepherd, German",58,2019-04-23,Male,Tan/Black,2023-06-10,Available (Shelter),Large (60-99),66.0,True,16268.0,"Pumbaa is a silly little man that loves to play outside. He enjoys ear scratches and lounging around his hoomans. His previous family consisted of 3 adults and 6 children of various ages. They noted that he is a good loyal dog and knows how to protect his pack. He lived in an apartment/condo situation that had access to a yard. He's been known to avoid other dogs and cats inside the home. From his previous notes, observation with his previous family and foster, we believe he has potential to be properly introduced to and eventually live with children, other mellow and calm pets.

Our shy man prefers a calm environment and doesn't like sudden and loud changes around him. He has crate experience in his previous home. Pumbaa loves playing with squeaky toys (lamb chops) and trading sits for treats. He was used to 3 walks a day and is considered a medium energy dog. He is a playgroup rockstar here at APA! and has doggie pals. Talk to a matchmaker today to meet this polite gentleman. 

",2023-06-10,2024-02-24 16:07:14,Dog,TLAC,Building 1,,,EPG3 (D),111,Pink 
66653584,117833.0,Mellie Mel,,Dog,"Terrier, Pit Bull/Mix",60,2019-02-26,Female,Brown/Brindle,2023-01-30,Available (Shelter),Large (60-99),63.6,True,17723.0,"Dear Diary, 

Today I have been thinking a lot about toys and treats. The humans keep saying that I am ""treat motivated lol @ humans - what dog isn't? For real. What dog isn't because I would love to take those treats off their hands?

I've also been thinking about how much fun I had at the Greenbelt with my volunteer friend - so many treats - so many smells. Is that what Paris is like? I would really like more green belt time and more treats. Did I mention treats before?

I've also been dreaming about my forever home. I want to be the only dog for sure; I am the main character after all. I also want my crate there. I like my crate; especially when there are treats inside. I was also thinking about how I would be a great roommate and then I could have my own jar of treats. 

PS: I hope they have toys.
PSS: and treats.

Mellie Mel 
",2023-01-30,2024-02-24 18:28:07,Dog,TLAC,Building 3,,,PG5 (Muzzle),254,Silver
69221270,120744.0,Tamagotchi,,Dog,"Catahoula Leopard Dog/Hound, Basset",58,2019-04-06,Male,Brindle/Brown,2023-04-10,Available (Shelter),Large (60-99),62.0,True,199281.0,"Are you nostalgic for your childhood? 
Well Tamagotchi, may not be the same size as the one from your childhood, but he needs to be fed and loved all the same. 

He broke free from his pixilated jail cell and into the 3 dimensional world, now he just needs outta the shelter! Tamagotchi is sweet, and playful! He loves his toy time and could play for hours and hours! He has the most fun in the agility yard and is incredibly smart! 

Come and ask the Matchmakers for more info! ",2023-04-10,2024-03-04 13:51:28,Dog,TLAC,Building 4/5,,,PG5 (CD-Muzzle),59,Red - CIN
36790167,93370.0,Delta,,Dog,Pointer/Mix,71,2018-03-04,Female,White/Red/Mahogany,2022-02-03,Available (Shelter),Large (60-99),57.4,True,17723.0,"Delta is a sensitive and sweet soul with tons of affection to share. More than anything, she loves being with her people. And people who work from home are her favorite! She'll snore away next to you as your emotional support coworker or settle in her crate if your colleagues prefer to hear just your voice on a Zoom call!   She can be a little wary of new people at first, but when she is ready for love, she doesn't hold back! 

She loves (yes, loves) to be outside, splashing in kiddie pools, running in the yard, or sunning on the patio. Delta is up being your polite co-pilot, with her ears flapping out the window to grab a cappuccino.  And while a quiet walk will make her happy, she is always up for lounging with her loved ones.  She's your go-to cuddle buddy, ready to snuggle up and listen to your every word.

Delta would prefer to be the only pet in your home so she can soak up all of the love. But she is open to a very well-matched dog sibling.  She has so much personality and loves sharing it with friends! Nothing would make her happier than to have a forever family. Consider opening your heart to Delta - she'll bring endless joy to your life. Follow her @princess.bellyrubs",2022-02-03,2024-02-25 11:39:44,Dog,TLAC,Building 4/5,,,EPG3 (CD),46,Yellow - CIN
76248479,126932.0,Carmen,,Dog,"Retriever, Black Labrador/Retriever, Golden",29,2021-09-13,Female,Black/None,2023-09-13,Available (Shelter),Medium (20-59),54.8,True,199281.0,"Carmen came to APA! with severe fractures after being hit by a car but is on the mend! A shelter is no place to live after she's been given a second chance at life. She can be shy at first but after being bribed with some cheese or hot dogs, you can easily win her over! A quote from a recent sleepover host: "" I would say her personality is lovable, kind, sweetheart, snuggly and silly"". Come meet this sweet girl today!",2023-09-13,2024-03-01 08:45:44,Dog,TLAC,Building 1,,,EPG2 (Med),137,Blue
17382310,78746.0,Bamci,17382310.0,Dog,Black Mouth Cur,63,2018-11-21,Male,Golden/Brindle,2023-05-13,Available (Shelter),Large (60-99),68.8,True,199281.0,"Looking for a new best friend? Bamci is your guy!  Bamci is potty trained, crate trained, and the most respectful and polite house guest. Bamci would make a great running partner, but is also just as happy to hang out and chill with you at home. Bamci has been through our total obedience program, and loves to show off his skills. Give him his forever home, and in return he'll be the most loyal companion you could ask for. ",2023-05-13,2024-02-29 20:39:05,Dog,TLAC,Building 3,,,PG3 (CD-OMuzzle),256,Silver
80485809,128937.0,Lars,,Dog,"Shepherd, Australian/Corgi, Pembroke Welsh",52,2019-10-09,Male,Blue/White,2023-12-06,Available (Shelter),Medium (20-59),42.0,True,199281.0,"Lars is a good boy! He is potty-trained, gets along well with other pups who are calm, and is an A+ cuddler. This beautiful cattle dog boy is way too handsome to be a shelter dog. He is mature but still has that young pup energy. He would be a great running buddy. Lars would do best in a home with adults who can handle his good looks and energy. 
",2023-12-06,2024-02-24 16:41:37,Dog,TLAC,Building 1,,,PG4 (CD),141,Red
37700020,94545.0,Nectarine,,Dog,"Terrier, Pit Bull",61,2019-02-01,Female,Brown/White,2021-12-18,Available (Shelter),Medium (20-59),49.0,True,17723.0,"Sweet Nectarine can be a bit suspicious when meeting new people and may ask for your ID. But very soon she'll want to be near you all the time, and she'll love to cuddle with you. Once she knows you, she's a wonderful cuddler who always wants to sleep right next to her people. 

Her former foster said she is phenomenal and amazing in her crate. When she hears the word ""crate"" she runs to it. And when she sees her dinner being prepared, she goes in and waits for her bowl. And she's happy to hang out there when her foster is away. Nectarine is a smart, house-trained girl who also understands ""sit"" and ""wait"". 

Nectarine will love a quiet home where she can be with her new parents and give them her love and cuddles. And she'll enjoy a doggie playmate. Come meet this beautiful girl. Offer her your ID and for sure, she'll decide to follow you home! ",2021-12-18,2024-03-02 19:00:38,Dog,TLAC,Building 3,,,EPG3,249,Yellow - CIN
8116152,63077.0,Breeze,,Dog,"Terrier, Pit Bull/Mix",90,2016-08-17,Female,Blue/White,2023-01-08,Available (Shelter),Large (60-99),61.0,True,14274.0,"This silly, happy girl's name is Breeze. All she wants is to find a family to love! Could it be with you? She would love to be your hiking buddy, as she's always up for an adventure. 

Breeze also LOVES the water and is down to make a splash! She is an energetic, intelligent gal who appreciates bonding on a walk with her humans. Whether it's a walk around the block or on a greenbelt trail...maybe even near some water?! Afterward, all she wants is to chill and snuggle on the couch by your side. 

Breeze is ready to be your new best friend - come by and ask about her today!",2023-01-08,2024-02-24 17:57:58,Dog,TLAC,Building 3,,,[BMOD-threshold],213,Silver - CIN
1506747,46638.0,Xylo,1506725.0,Dog,Catahoula Leopard Dog/Mix,86,2016-12-15,Male,White/None,2023-06-08,Available (Shelter),Medium (20-59),56.2,True,14274.0,"Yeehaw Brother!!! Welcome Xylo: The Last Southern Gentleman. This dapper fella is crate and house trained. He has those good ole southern manners so of course he has the potential to live with cats and dogs. His southern charm means he excels in cuddles and loving. To keep himself company ready, Xylo loves to be brushed. There is only enough room in this town for one :: Xylo does better with older children so no youngin's for this cowboy. Xylo is searching the south for parents who are home often to give him lots of love and snuggs. Ready to meet the man keeping chivalry alive? Giddy on up and Talk to a matchmaker today.",2023-06-08,2024-03-04 19:03:22,Dog,TLAC,Building 3,,,PG5,237,Yellow
76484540,127070.0,Rez,,Dog,"Shepherd, German",37,2021-01-25,Male,Brown/Black,2023-09-19,Available (Shelter),Large (60-99),73.0,True,16268.0,"Introducing Rez! This handsome, almost 3-year old-year-old German Shepherd is looking for a loving home. He's a loyal companion with a heart full of love and a strong desire to protect and care for his people. Rez is a bundle of energy, always eager to explore the world. If you're interested in this wonderful boy, ask about meeting him today!",2023-09-19,2024-02-29 18:52:19,Dog,TLAC,Building 4/5,,,PG5 (Transition),21,Red - CIN
70298054,122059.0,Pine,,Dog,"Retriever, Labrador/Terrier",15,2022-11-03,Male,White/Black,2023-05-03,Available (Shelter),Medium (20-59),45.4,True,199281.0,"Pine, the resilient heart on a quest for a forever home, is a testament to the transformative power of love and care. In the four months under the dedicated fostering of his human, Pine has blossomed into a spirited and playful companion, leaving behind the shadows of his past.

Every walk with Pine is an exploration of joy, with his curiosity matching the dewy grass under his paws. Despite the cautious glint in his eyes, Pine is a social butterfly with other dogs, showcasing remarkable gentleness with his feline friend, Morgan.

In the cozy confines of his crate, Pine has mastered the art of being a content and patient companion while his humans are away. However, his mischievous side may surface when left to his own devices, a testament to his youthful exuberance.

Living harmoniously with cats, Pine forms a delightful bond with Morgan, engaging in playful activities and sharing naps. His interactions with the feline family member highlight his gentle and adaptable nature.

Pine's foster journey has been one of progress, growth, and overcoming past challenges. If you're ready to offer a patient and understanding home, one that can provide the stability and love Pine needs, consider opening your heart to this resilient pup. Reach out to arrange a visit and experience the joy of Pine's company for yourself!",2023-05-03,2024-03-03 03:10:48,Dog,TLAC,Building 3,,,EPG3 (Puppy),219,Yellow
78486985,128260.0,Scooby,,Dog,Mixed Breed (Medium),32,2021-06-30,Male,Brown,2023-11-02,Available (Shelter),Medium (20-59),48.0,True,199281.0,"-Potty Trained
-Loose leash walker 
-Affectionate
-Quick learner
-CUTEST ZOOMIES EVER!",2023-11-02,2024-03-05 21:52:07,Dog,TLAC,Building 2,,,PG5 (OMuzzle),179,Yellow - CIN
7800784,62273.0,Grizelda,,Dog,"Retriever, Black Labrador/Mix",72,2018-02-07,Female,Black/None,2023-11-21,Available (Shelter),Medium (20-59),47.0,True,17723.0,"Grizelda loves hard and what she loves the most is playing... and being a couch potato. 

This sweet, affectionate girl loves to run, go on walks, and play fetch. Then when she's tuckered out, she wants to be a couch potato. If you are on the couch with her, she'll want to curl up in a ball next to you. She is a very active dog who wants at least one walk a day. She's so fascinated by all those other critters she sees -- deer, dogs, cats, squirrels, lizards, bugs, etc. This super smart girl answers to many requests, such as ""sit,"" ""lay down,"" ""roll over,"" and ""go to bed."" She'll even answer to ""play dead,"" laying down until told to get up. Talk with a Matchmaker about this special lady today!
",2023-11-21,2024-02-25 10:38:14,Dog,TLAC,Building 3,,,[BMOD-offleash],214,Silver
60547548,113145.0,Sand Dune,,Dog,"Terrier, Pit Bull",33,2021-05-27,Male,Tan/White,2023-02-21,Available (Shelter),Medium (20-59),50.0,True,17723.0,"Surfs up! Say hello to Sand Dune. He parties hard and works harder. He is named after his toasty coat that reminds one of relaxing beach days. 

Sand Dune may look like any other cute doggie but he's a hardworking man looking for employment! He has a good work ethic and is ready to fetch all the tennis balls. In addition to being a punctual employee, Sand Dune also knows: sit, shake, down, place, stay, here. Additionally, he is crate trained and house trained. He does well on the leash as well.

This confident, outgoing boi knows how to let loose after the work day is done. In his foster home he enjoyed walking, jogging, and chewing. The generally active guy is also a team player and loves making human friends. He also has some doggie friends here at APA!

Sand Dune is looking for an active family where he can be the only pup and keep sharpening his skills. Ready to employ your new best friend? Talk to a matchmaker today. 
",2023-02-21,2024-02-24 17:51:40,Dog,TLAC,Building 2,,,PG3 (D),201,Yellow - CIN
78525917,128281.0,Sabrina,,Dog,Mixed Breed (Medium),39,2020-11-04,Female,Tan/White,2023-11-04,Available (Shelter),Medium (20-59),51.6,True,199281.0,"What an adorable pup! This is Sabrina, a scared little girl who is looking for a family to call her own. Sabrina is shy and needs time and space to warm up to people. This 3-year-old beauty does not like the noisy shelter and is looking for a loving home. She gets along great with other dogs and likes to play!",2023-11-04,2024-03-01 23:16:03,Dog,TLAC,Building 1,,,EPG4,136,Red
1349599,41281.0,Honey Bun,,Dog,"Cattle Dog, Australian (Blue Heeler)/Mix",118,2014-04-29,Female,White/None,2023-07-11,Available (Shelter),Medium (20-59),51.8,True,14274.0,"Honey Bun is a senior lady with just the right amount of puppy energy sprinkled in. Age hasn't slowed her down; she loves to be active. She loves playing tug and chasing a frisbee. She loves cozying up for pets or butt scratches. But she's not needy and can easily entertain herself. She has no problem being left home alone for a full work day, and does just fine free roaming the house. She's a well-mannered housemate and never gets into things she shouldn't.

She can be nervous with new people and situations, shying away from a crowd. But with those she knows well, she is a confident goofball who always entertains with her playful antics. She loves to play, chase her toys around the yard and show off her skills. She would love a patient adopter who can be her advocate, allowing her time and space to interact when she is truly ready. She would love to be the only pet, but could potentially live with a well-matched dog friend. ",2023-07-11,2024-02-29 18:33:51,Dog,TLAC,Building 1,,,[BMOD-offleash],135,Silver
45287397,100995.0,Hamilton,,Dog,"Wolfhound, Irish/Mix",136,2012-10-02,Male,Grey/Tan,2023-03-16,Available (Shelter),Large (60-99),68.0,True,14274.0,"Hamilton is eleven-years young and looking for a couch he can really sink into. A fan of fetch, tug, and long walks where he can sniff to his heart's content, Hamilton also loves a good movie night. 

He's been there and done that, so he knows how to behave in the home, and his previous foster reports he can be left alone on free roam successfully for at least 6 hours.

This beautiful guy would love to go home with people that can respect his thoughts about where and when he likes to be touched but once he knows you, he wants all the pets and love. 

Can you give Hamilton a home? Ask about him today!",2023-03-16,2024-02-26 13:01:40,Dog,TLAC,Building 2,,,EPG3 (D-CD),209,Yellow
77419494,127721.0,Obsidian,,Dog,"Retriever, Labrador",42,2020-08-11,Male,,2023-10-11,Available (Shelter),Medium (20-59),48.4,True,199281.0,"Obsidian is a stone of clarity, with the ability to release emotional, physical, blockages, drawing out stress and tension. Just like this silly guy! HE is fun! HE is silly! He is outgoing! While he may be a little nervous at first, once he gets to know you, he will love you forever!",2023-10-11,2024-02-26 13:10:07,Dog,TLAC,Building 1,,,PG5 (Transition - CD - OMuzz),132,Silver - CIN
16427495,76765.0,Indie,,Dog,"Collie, Border/Basenji",62,2018-12-13,Male,Chocolate/White,2019-10-02,Healthy In Home,Medium (20-59),40.0,True,,,2019-10-02,2019-10-27 16:15:10,,,,,,EPG2 (PUPPY),37,Pink 
74835430,125921.0,Elvie,,Dog,"Terrier, Pit Bull",35,2021-03-09,Male,Black/White,2023-08-15,Available (Shelter),Medium (20-59),52.0,True,199281.0,"This smart, athletic boy is mastering the agility course to prepare for the big day. Got a doggo at home? Great! Elvie is looking for a friend to romp around with. Elvie does prefer a home with older teens though. Are you ready to wrap this baby in love? He is super stressed out being at the shelter and needs to go to a home ASAP. Grab the treats and the toys and take Elvie home.",2023-08-15,2024-03-05 01:13:26,Dog,TLAC,Building 3,,,PG3,260,Red - CIN
77754341,127891.0,Lambert,,Dog,"Terrier, American Pit Bull",80,2017-06-23,Male,Blue,2023-10-20,Available (Shelter),Large (60-99),63.0,True,199281.0,"Lambert is potty-trained and knows basic commands. He is good on his own when left alone. But he will love to cuddle when you get home. Lambert is a special guy who would like all of your attention, so maybe a house where he can be the only dog in your life. He's not a fan of cats and would prefer to be introduced to new dog friends slowly. Lambert is a snuggle muffin, so come on by and check out his cuddles. ",2023-10-20,2024-03-06 00:33:21,Dog,TLAC,Building 3,,,[DEACTIVATED-MED],247,Silver - CIN
16760318,77058.0,Watson,,Dog,"Great Dane/Retriever, Labrador",61,2019-01-01,Male,Tan/White,2019-10-15,Healthy In Home,Large (60-99),65.0,True,,,2019-10-15,2019-10-27 20:52:04,,,,,,EPG3 (PUPPY),169,Silver
14314477,74435.0,Sir Wigglesworth,,Dog,"Terrier, Pit Bull/Mix",83,2017-03-10,Male,Brown/Tan,2019-07-09,Healthy In Home,Large (60-99),62.0,True,,"Sir Wigglesworth is in APA!'s Total Obedience Program (TOP), which is modeled after the AKC's Canine Good Citizen (CGC) test.  As a TOP dog, he has a personalized training plan and works with a volunteer trainer several times a week to help him learn skills like walking nicely on leash, sitting calmly when approached by strangers or other dogs, staying in a sit or down until told ""free,"" coming when called and ""place"", which means he will go to a specific place in your home on command.

Sir Wigglesworth is working hard to become a wonderful companion, and as a part of APA's Total Obedience Program you can work with APA staff to continue to build a training relationship with him after adoption and master all the TOP dog skills together.  Check out a video on APA's CGC program, on which TOP was based: https://vimeo.com/89434193 
",2019-07-09,2019-10-31 08:08:29,,,,,,PG5b(muzzle),264,Red
37187054,93958.0,Biggs,,Dog,Dogo Argentino,95,2016-03-16,Male,White/Black,2023-05-03,Available (Shelter),Large (60-99),82.3,True,14274.0,"Hello there, I'm Biggs! I'm a seasoned fellow with a heart full of sweetness. Independence is my forte, but I'm always up for a friendly pat or a fun game. My smarts are unparalleled, and loyalty is my middle name. I am deaf but I understand hand signs and know commands. I am a goofball and love a good laugh. People say that I am a gentle giant. Oh, and I adore treats! Life's been an adventure, and I'm ready for my next chapter. I promise to bring joy, laughter, and steadfast companionship to your life. Wanna come over to APA! and meet? I'd love a comfy home and foster friend to go home with. ",2023-05-03,2024-03-01 18:33:59,Dog,TLAC,Building 4/5,,,PLAYDATE (Muzzle),25,Silver
29180400,90097.0,Cherry Pie,,Dog,"Terrier, Pit Bull/Mix",75,2017-11-10,Female,Tan/White,2023-03-05,Available (Shelter),Medium (20-59),56.0,True,17723.0,"Introducing Cherry Pie, a sweet, house-trained cute little lady. She walks well on a leash and is always up for adventures whether it's a hike in one of Austin's many amazing trails or even just fun playtime in the backyard. 

She is crate-trained so you can trust she will be content when you are away at work or running errands. She considers her crate her little room all to herself and doesn't mind spending time in there as long as you make it a cozy warm place for her to nap. 

Cherry Pie would prefer to be the only pet in the home so all the love and cuddles you can give go all to her. She will return all the cuddles that come her way! Ask about this precious lady today!",2023-03-05,2024-03-04 17:27:36,Dog,TLAC,Building 2,,,[BMOD-threshold],193,Silver - CIN
76590075,127154.0,Frisco,,Dog,"Retriever, Labrador",9,2023-05-06,Male,Brown/White,2023-09-13,Available (Shelter),Medium (20-59),48.0,True,199281.0,"
Meet Frisco, the embodiment of puppy exuberance and canine camaraderie! This tan and brown dynamo exudes an enthusiastic puppy-like energy, especially when engaging with other dogs. Frisco is a true dog lover, reveling in playful interactions. While he may still be refining his doggy manners, his interactions with a patient and non-dominant resident dog showcase his adaptability and sociable nature.

Frisco is making strides in his potty training journey, demonstrating a growing understanding of indoor etiquette. However, he may experience some separation anxiety, emphasizing the importance of patient guidance and reassuring companionship. With the right blend of love, patience, and positive reinforcement, Frisco promises to blossom into a wonderful and joyful addition to any dog-loving home. If you're ready to welcome a lively and affectionate companion, Frisco is eager to fill your days with tail wags and puppy antics! Inquire more today!",2023-09-13,2024-03-02 05:20:46,Dog,TLAC,Building 3,,,PG3 (Puppy),231,Blue
41806332,97693.0,Bluebelle,,Dog,"Shepherd, Australian/Mix",92,2016-06-10,Female,Black/White,2021-06-26,Available (Shelter),Large (60-99),65.8,True,14274.0,"Two things people in Austin proudly love: Blue Bell ice cream and keeping it weird. Spelled differently but just as sweet, Bluebelle would make a great addition to your love list. 
""Bluebelle has my favorite personality on campus. She's playful and smart and so affectionate,"" says one of her friends. She loves to stop and smell the roses, and a sniffari is her idea of a wonderful outing. You've got a new co-pilot if you adopt Bluebelle. She'll happily jump in and out of your car to accompany you on an adventure. Don't be embarrassed if you find yourself using a baby voice with animals, because Bluebelle likes it! Bluebelle is ready for a photo-snapping pet parent, and she even has her own Instagram! Fall in love with her @adopt_beautiful_bluebelle and then come meet her in person. 
",2021-06-26,2024-03-05 21:31:38,Dog,TLAC,Building 4/5,,,PG5,28,Red
69284350,120821.0,Jot,69284612.0,Dog,"Chinese Shar-Pei/Retriever, Labrador",13,2023-01-29,Male,Black/White,2023-08-29,Available (Shelter),Medium (20-59),57.64,True,199281.0,"Puppy love in a full grown body! At 10 months old, Jot is like a gangly teenager-all legs and learning and kind of a dufus about it all. 

Jot loves snacks and has been learning such lovely manners while in the shelter. His leash skills improve daily and would make a great exercise buddy. 

Adventure awaits for Jot! He'd love a family with teenagers and another full grown dog who can help him learn better teenage manners. A young dog with such potential, Jot is ready to go home-stop by our Town Lake facility to meet him today!",2023-08-29,2024-03-04 14:03:35,Dog,TLAC,Building 2,,,PG5 (Puppy),185,Yellow
